Input Token,CoinGecko ID,Name,Symbol,Market Cap,FDV,24H Volume,Categories
ALPH,alephium,Alephium,ALPH,37139619.0,71367076.0,770172.0,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Wallets, Ethereum Ecosystem, Alephium Ecosystem, Proof of Work (PoW)"
MOODENG,moo-deng,Moo Deng,MOODENG,35239936.0,35239936.0,96789088.0,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed"
SLERF,slerf,Slerf,SLERF,34183259.0,34183259.0,9236885.0,"Solana Ecosystem, Meme, Solana Meme"
LADYS,milady-meme-coin,Milady Meme Coin,LADYS,34090056.0,34090056.0,6868369.0,"Meme, Arbitrum Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio"
BXN,bxn,BXN,BXN,32213840.0,104130769.0,649325.0,"Smart Contract Platform, Layer 1 (L1)"
GFAL,games-for-a-living,Games for a Living,GFAL,31813710.0,61682702.0,138719.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Play To Earn"
GUN,gunz,Gunz,GUN,31580835.0,522429025.0,52570340.0,"Smart Contract Platform, Gaming (GameFi), Layer 1 (L1), Play To Earn, Shooting Games, Coinbase Ventures Portfolio, Gaming Blockchains, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Action Games"
RFC,retard-finder-coin,Retard Finder Coin,RFC,31103951.0,32347238.0,45971070.0,"Solana Ecosystem, Meme, Pump.fun Ecosystem"
DEP,deapcoin,DEAPCOIN,DEP,30844495.0,33496341.0,2374959.0,"Entertainment, Gaming (GameFi), NFT, BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Play To Earn, Ethereum Ecosystem, Gaming Platform"
PYR,vulcan-forged,Vulcan Forged,PYR,30583691.0,63988775.0,7291045.0,"Gaming (GameFi), NFT, Metaverse, Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Gaming Blockchains, Gaming Platform, Action Games, MMO"
BBT,babyboomtoken,BabyBoomToken,BBT,29554913.0,177812453.0,72490.0,"Healthcare, Marketing, BNB Chain Ecosystem"
ZCX,unizen,Unizen,ZCX,28212635.0,42493044.0,1245111.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio"
OFT,onfa,ONFA,OFT,28137869.0,68081810.0,1871316.0,"Software as a service, BNB Chain Ecosystem"
MIGGLES,mister-miggles,Mr. Miggles,MIGGLES,28046729.0,28046729.0,3439294.0,"Meme, Base Ecosystem, Cat-Themed, Base Meme, Made in USA"
QRL,quantum-resistant-ledger,Quantum Resistant Ledger,QRL,25624272.0,25624272.0,93877.0,"Smart Contract Platform, Proof of Work (PoW)"
STO,stakestone,StakeStone,STO,24884134.0,110432548.0,27446670.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Binance Wallet IDO"
SDL,stake-link,stake.link,SDL,24261987.0,41738206.0,39413.0,"Ethereum Ecosystem, Liquid Staking"
RBNT,redbelly-network-token,Redbelly Network,RBNT,23146231.0,226950500.0,403646.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), Redbelly Network Ecosystem"
FT,fracton-protocol,Fracton Protocol,FT,21728811.0,24840813.0,2446159.0,"NFT, Ethereum Ecosystem, NFTFi"
REEF,reef,Reef,REEF,20711687.0,20711687.0,1710167.0,"BNB Chain Ecosystem, Binance Launchpool, Harmony Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI Layer 1 Index, GMCI Index"
POLS,polkastarter,Polkastarter,POLS,20208372.0,20369365.0,1642470.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem"
BAR,fc-barcelona-fan-token,FC Barcelona Fan Token,BAR,17779288.0,72306436.0,3747391.0,"Sports, Fan Token, Binance Launchpad, Chiliz Ecosystem"
WUF,wuffi,WUFFI,WUF,17539258.0,17524023.0,144423.0,"Solana Ecosystem, Meme, Base Ecosystem"
COCA,coca,COCA,COCA,16029565.0,141229651.0,602255.0,"Wallets, Polygon Ecosystem, Payment Solutions"
SEAM,seamless-protocol,Seamless Protocol,SEAM,15517204.0,46710541.0,537871.0,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Ethereum Ecosystem, Base Ecosystem"
BTY,bityuan,Bityuan,BTY,15415001.0,15415001.0,228084.0,
KRL,kryll,KRYLL,KRL,12619198.0,15732813.0,202127.0,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Analytics, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, AI Applications"
LAZIO,lazio-fan-token,Lazio Fan Token,LAZIO,11669072.0,39200979.0,1600277.0,"Sports, BNB Chain Ecosystem, Fan Token, Binance Launchpad"
BCUT,bitscrunch-token,bitsCrunch Token,BCUT,10859858.0,23380628.0,1114625.0,"Artificial Intelligence (AI), Infrastructure, Analytics, NFT, Polygon Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Coinbase Ventures Portfolio"
ZND,znd-token,ZND Token,ZND,10764097.0,73612292.0,4477839.0,"Centralized Exchange (CEX) Token, Ethereum Ecosystem"
MINIMA,minima,Minima,MINIMA,9512080.0,21157363.0,139106.0,"Smart Contract Platform, Layer 1 (L1), DePIN"
STOS,stratos,Stratos,STOS,8890592.0,13263332.0,251202.0,"Entertainment, Infrastructure, Smart Contract Platform, Storage, Layer 1 (L1), Ethereum Ecosystem, DePIN, Osmosis Ecosystem"
TRUF,truflation,TRUF.Network,TRUF,8316715.0,27347885.0,242931.0,"Infrastructure, Oracle, Arbitrum Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Coinbase Ventures Portfolio"
LNQ,linqai,LinqAI,LNQ,8096259.0,31841127.0,168409.0,"Artificial Intelligence (AI), Ethereum Ecosystem"
BAD,bad-idea-ai,Bad Idea AI,BAD,7837651.0,10087700.0,720352.0,"Artificial Intelligence (AI), Meme, Ethereum Ecosystem, Telegram Apps, Discord Bots, Shibarium Ecosystem"
INTER,inter-milan-fan-token,Inter Milan Fan Token,INTER,6842905.0,6842905.0,1786955.0,"Sports, Fan Token, Chiliz Ecosystem"
BST,blocksquare,Blocksquare,BST,6269957.0,6269957.0,101073.0,"Tokenized Real Estate, Tokenized Assets, Ethereum Ecosystem, Real World Assets (RWA)"
CLEAR,everclear,Everclear,CLEAR,6162952.0,16500763.0,21134.0,"Infrastructure, Ethereum Ecosystem, Coinbase Ventures Portfolio, Cross-chain Communication, Chain Abstraction"
SCF,smoking-chicken-fish,Smoking Chicken Fish,SCF,6150234.0,6150234.0,1224568.0,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem"
WELSH,welsh-corgi-coin,Welshcorgicoin,WELSH,5482846.0,5482846.0,17511.54,"Meme, Dog-Themed, Stacks Ecosystem"
TMAI,token-metrics-ai,Token Metrics AI,TMAI,5267974.0,7851392.0,393754.0,"Artificial Intelligence (AI), Analytics, Meme, Base Ecosystem, AI Agents, DeFAI, Made in USA"
KIBSHI,kiboshib,KiboShib,KIBSHI,4903751.0,4903751.0,284333.0,"Solana Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Dog-Themed, AI Meme"
KANGO,kango,KANGO,KANGO,4726086.0,4726086.0,329174.0,"Meme, Kaspa Ecosystem"
NWC,newscrypto-coin,Numerico,NWC,4213097.0,7176272.0,64903.0,"Education, Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Layer 2 (L2), Stellar Ecosystem"
ZKP,panther,Panther Protocol,ZKP,4035235.0,4035235.0,172244.0,"Smart Contract Platform, Privacy, Polygon Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK)"
GMEE,gamee,GAMEE,GMEE,3940969.0,9187049.0,118407.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Play To Earn, Ethereum Ecosystem, Telegram Apps, Animoca Brands Portfolio, TON Ecosystem, Gaming Platform, YZi Labs (Prev. Binance Labs) Portfolio, Arcade Games"
BLENDR,blendr-network,Blendr Network,BLENDR,3900958.0,4087580.0,121636.0,"Artificial Intelligence (AI), Ethereum Ecosystem, DePIN"
CATCH,spacecatch,SpaceCatch,CATCH,3607448.0,9514450.0,89226.0,"Gaming (GameFi), Metaverse, Arbitrum Ecosystem, Gaming Utility Token"
GOGLZ,googles,GOGGLES,GOGLZ,3599898.0,3599898.0,12939262.0,"Meme, Sonic Ecosystem"
FUSE,fuse-network-token,Fuse,FUSE,3427146.0,4299512.0,877882.0,"Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Layer 2 (L2), Payment Solutions, Base Ecosystem, DWF Labs Portfolio, Account Abstraction, Fuse Ecosystem"
BAC,bacon-protocol,Bacon Protocol,BAC,3345828.0,3345828.0,3.15,"Artificial Intelligence (AI), BNB Chain Ecosystem, AI Agent Launchpad"
ASMATCH,asmatch,AsMatch,ASM,3262653.0,18103131.0,45848.0,Manta Network Ecosystem
FET,fetch-ai,Artificial Superintelligence Alliance,FET,1612804168.0,1680620254.0,145249934.0,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio, AI Agent Launchpad"
QNT,quant-network,Quant,QNT,1042229133.0,1047124686.0,28392693.0,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index"
XAUT,tether-gold,Tether Gold,XAUT,824219881.0,824219881.0,57330053.0,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities"
DOGWIFHAT,dogwifcoin,dogwifhat,WIF,519627849.0,519627849.0,365536483.0,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, GMCI Meme Index, GMCI Index"
PENDLE,pendle,Pendle,PENDLE,511624901.0,890565102.0,112385355.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Derivatives, Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Fixed Interest, LSDFi, Base Ecosystem, Restaking, LRTfi, Liquid Restaking Governance Tokens, Yield Tokenization Protocol, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Sonic Ecosystem, Liquid Staking, GMCI Index, BTCfi"
KAVA,kava,Kava,KAVA,470347787.0,470347787.0,16897702.0,"Smart Contract Platform, Layer 1 (L1), Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA"
PLUME,plume,Plume,PLUME,359256892.0,1796284460.0,44956894.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), RWA Protocol, Made in USA"
RON,ronin,Ronin,RON,338147698.0,545936910.0,11801781.0,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Zero Knowledge (ZK), FTX Holdings, Ronin Ecosystem, Gaming Blockchains, SideChain, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
1INCH,1inch,1inch,1INCH,257748741.0,279015603.0,21995676.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, FTX Holdings, Alameda Research Portfolio, DragonFly Capital Portfolio, Pantera Capital Portfolio, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Galaxy Digital Portfolio, Blockchain Capital Portfolio, Dex Aggregator, GMCI Index, Coinbase 50 Index"
SFP,safepal,SafePal,SFP,255859792.0,255859792.0,7127678.0,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
ATH,aethir,Aethir,ATH,244865614.0,1212863788.0,23140310.0,"Solana Ecosystem, Arbitrum Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, DePIN, Animoca Brands Portfolio"
QTUM,qtum,Qtum,QTUM,232709303.0,237572690.0,24255778.0,"Smart Contract Platform, Proof of Stake (PoS), Made in China"
OSMO,osmosis,Osmosis,OSMO,170566428.0,235178717.0,7888237.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Cosmos Ecosystem, Osmosis Ecosystem, Paradigm Portfolio, Proof of Stake (PoS), Evmos Ecosystem, Secret Ecosystem, GMCI DeFi Index, GMCI Index, Made in USA"
FLUID,instadapp,Fluid,FLUID,166995303.0,423450404.0,6203790.0,"Decentralized Finance (DeFi), Polygon Ecosystem, Ethereum Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio"
XCH,chia,Chia,XCH,163939790.0,371270790.0,8613125.0,"Smart Contract Platform, Layer 1 (L1), DePIN, Andreessen Horowitz (a16z) Portfolio, Made in USA"
ZANO,zano,Zano,ZANO,150946789.0,150949171.0,857200.0,"Smart Contract Platform, Privacy, Layer 1 (L1), Proof of Stake (PoS), Proof of Work (PoW), Zano Ecosystem, Privacy Blockchain"
BIGTIME,big-time,Big Time,BIGTIME,139122581.0,378305903.0,74235248.0,"Gaming (GameFi), Play To Earn, Ethereum Ecosystem, RPG, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, MMO"
DAG,constellation-labs,Constellation,DAG,138611156.0,138611257.0,2204679.0,"Smart Contract Platform, Layer 1 (L1), Base Ecosystem, Layer 0 (L0), Made in USA, Directed Acyclic Graph (DAG)"
XRD,radix,Radix,XRD,122746343.0,150216824.0,1572650.0,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio, Radix Ecosystem"
WAVES,waves,Waves,WAVES,113189302.0,113189302.0,14349181.0,"Smart Contract Platform, DWF Labs Portfolio, Proof of Stake (PoS)"
RED,redstone-oracles,RedStone,RED,107749579.0,384819926.0,28636586.0,"Oracle, Ethereum Ecosystem"
PROM,prometeus,Prom,PROM,107220227.0,113095308.0,3243879.0,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Layer 2 (L2)"
UMA,uma,UMA,UMA,101040011.0,145370031.0,16623410.0,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA"
DYM,dymension,Dymension,DYM,81528286.0,294683697.0,12730128.0,"Smart Contract Platform, Cosmos Ecosystem, Modular Blockchain, Osmosis Ecosystem, Rollups-as-a-Service (RaaS)"
XVG,verge,Verge,XVG,81330698.0,81493384.0,6199444.0,"Smart Contract Platform, Privacy, Proof of Work (PoW), Made in USA"
FIDA,bonfida,Solana Name Service,FIDA,77357123.0,78066620.0,23468729.0,"Big Data, Business Services, Infrastructure, Decentralized Finance (DeFi), Solana Ecosystem, FTX Holdings, DWF Labs Portfolio, Name Service"
NIL,nillion,Nillion,NIL,74063523.0,379520998.0,63262228.0,"Infrastructure, Binance Launchpool"
ZBCN,zebec-network,Zebec Network,ZBCN,73308583.0,93219391.0,26721487.0,"Decentralized Finance (DeFi), Solana Ecosystem, Real World Assets (RWA), Payment Solutions, DePIN, Coinbase Ventures Portfolio, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, RWA Protocol, Made in USA"
STEEM,steem,Steem,STEEM,72931000.0,72932106.0,26109971.0,SocialFi
WCT,connect-token-wct,WalletConnect Token,WCT,70893591.0,380738939.0,154962686.0,"Wallets, Ethereum Ecosystem, Optimism Ecosystem"
LQTY,liquity,Liquity,LQTY,67404658.0,69209007.0,23524663.0,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, Pantera Capital Portfolio"
ZORA,zora,Zora,ZORA,61960140.0,247840560.0,126111817.0,"Infrastructure, Media, Smart Contract Platform, NFT, Layer 2 (L2), Base Ecosystem, Coinbase Ventures Portfolio, Zora Ecosystem"
MBL,moviebloc,MovieBloc,MBL,46122907.0,75127358.0,6900750.0,DWF Labs Portfolio
SHX,stronghold-token,Stronghold,SHX,44892927.0,,417051.0,"Ethereum Ecosystem, Stellar Ecosystem, Made in USA"
NMT,netmind-token,NetMind Token,NMT,43631263.0,133772248.0,2564430.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Ethereum Ecosystem, DePIN, AI Agents"
PARTI,particle-network,Particle Network,PARTI,41057758.0,176213552.0,35097202.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Base Ecosystem, Account Abstraction, Cross-chain Communication, Binance HODLer Airdrops, Chain Abstraction, Binance Wallet IDO"
AITECH,solidus-aitech,Solidus Ai Tech,AITECH,40420858.0,52237008.0,9432110.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Launchpad, Base Ecosystem, ChainGPT Launchpad, AI Agents, Binance Alpha Spotlight, DeFAI"
VINE,vine,Vine,VINE,34414275.0,34414275.0,61987952.0,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Binance Alpha Spotlight"
DAO,dao-maker,DAO Maker,DAO,34186714.0,37810484.0,6498634.0,"BNB Chain Ecosystem, Solana Ecosystem, Launchpad, DaoMaker Launchpad, Arbitrum Ecosystem, Ethereum Ecosystem, Step Network Ecosystem"
SERAPH,seraph,Seraph,SERAPH,33888507.0,166970661.0,1481192.0,"Gaming (GameFi), BNB Chain Ecosystem, Play To Earn, Ethereum Ecosystem, RPG, Gaming Utility Token, Action Games"
NFP,nfprompt-token,NFPrompt,NFP,31980263.0,75007537.0,6098591.0,"BNB Chain Ecosystem, Binance Launchpool, YZi Labs (Prev. Binance Labs) Portfolio"
REZ,renzo,Renzo,REZ,30179850.0,132650727.0,17319733.0,"Decentralized Finance (DeFi), Binance Launchpool, Ethereum Ecosystem, Base Ecosystem, Restaking, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio"
ANYONE,airtor-protocol,ANyONe Protocol,ANYONE,27760025.0,34727080.0,508604.0,"Smart Contract Platform, Ethereum Ecosystem, DePIN, Privacy Blockchain"
VIC,tomochain,Viction,VIC,26923324.0,46827083.0,2685317.0,"Smart Contract Platform, Masternodes, Layer 1 (L1), DWF Labs Portfolio"
BRISE,bitrise-token,Bitgert,BRISE,25362907.0,27374010.0,13046710.0,"Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Bitgert Ecosystem"
FHE,mind-network,Mind Network,FHE,24455924.0,98216561.0,146132738.0,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Layer 2 (L2), Binance Wallet IDO"
REI,rei-network,REI Network,REI,23716418.0,24276273.0,2757066.0,"Smart Contract Platform, Layer 1 (L1)"
OGY,origyn-foundation,ORIGYN,OGY,23299620.0,27478657.0,87600.0,"Internet Computer Ecosystem, Real World Assets (RWA), RWA Protocol"
HOPR,hopr,HOPR,HOPR,22149029.0,23233651.0,271999.0,"Privacy, Gnosis Chain Ecosystem, Ethereum Ecosystem, DePIN, YZi Labs (Prev. Binance Labs) Portfolio"
HASHAI,hashai,HashAI,HASHAI,22098889.0,23468054.0,407997.0,"Artificial Intelligence (AI), Ethereum Ecosystem, DePIN"
MEMEFI,memefi-2,MemeFi,MEMEFI,21586342.0,21586342.0,95449092.0,"Gaming (GameFi), NFT, Meme, Play To Earn, Sui Ecosystem, Telegram Apps, Tap to Earn, Sui Meme, Action Games"
F,synfutures,SynFutures,F,18679537.0,115214990.0,9577692.0,"Decentralized Finance (DeFi), NFT, Perpetuals, Ethereum Ecosystem, NFTFi, DragonFly Capital Portfolio, Pantera Capital Portfolio, NFT Derivatives, Polychain Capital Portfolio"
MFT,mainframe,Mainframe,MFT,18558747.0,19771633.0,158.95,"Ethereum Ecosystem, Energi Ecosystem"
RETARDIO,retardio,RETARDIO,RETARDIO,18234292.0,18234292.0,1531596.0,"NFT, Solana Ecosystem, Meme, Solana Meme, Murad Picks"
DIONE,dione,Dione,DIONE,18120946.0,23993983.0,141186.0,"Energy, Smart Contract Platform, Layer 1 (L1), Made in USA"
VSC,vyvo-smart-chain,Vyvo Smart Chain,VSC,17364697.0,79007022.0,107810.0,"Smart Contract Platform, BNB Chain Ecosystem, Polygon Ecosystem, Layer 2 (L2)"
LEVER,lever,LeverFi,LEVER,16915780.0,16924630.0,5929001.0,"Decentralized Finance (DeFi), Ethereum Ecosystem, DWF Labs Portfolio, Alameda Research Portfolio"
NUM,numbers-protocol,Numbers Protocol,NUM,16244777.0,16459243.0,1385714.0,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, DaoMaker Launchpad, Ethereum Ecosystem, Avalanche L1, YZi Labs (Prev. Binance Labs) Portfolio, Outlier Ventures Portfolio"
LOCK,houdini-swap,Houdini Swap,LOCK,16186516.0,16186516.0,19010.6,"Privacy, Solana Ecosystem, Ethereum Ecosystem"
MLC,my-lovely-coin,My Lovely Coin,MLC,14914260.0,66957167.0,122023.0,"Charity, Gaming (GameFi), Polygon Ecosystem, Gaming Utility Token"
RIO,realio-network,Realio Network Token,RIO,13475314.0,13475314.0,2455600.0,"BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Algorand Ecosystem, Real World Assets (RWA), Osmosis Ecosystem, Stellar Ecosystem, Made in USA"
LOOKS,looksrare,LooksRare,LOOKS,12628586.0,12628586.0,5079217.0,"NFT, Ethereum Ecosystem, NFT Marketplace"
VINU,vita-inu,Vita Inu,VINU,11843250.0,11843250.0,3133465.0,"BNB Chain Ecosystem, Meme, Dog-Themed, DWF Labs Portfolio, Binance Alpha Spotlight"
FARM,cryptofarmers,CryptoFarmers,FARM,11799261.0,19829068.0,2880.08,"Gaming (GameFi), Breeding, Gaming Utility Token, Simulation Games"
PROPS,propbase,Propbase,PROPS,11634917.0,34597562.0,2663959.0,"Tokenized Real Estate, Tokenized Assets, Aptos Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol"
PORT3,port3-network,Port3 Network,PORT3,11300712.0,22849549.0,322397.0,"SocialFi, BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Poolz Finance Launchpad"
MOZ,lumoz,Lumoz,MOZ,11183115.0,93769858.0,6468641.0,"Smart Contract Platform, Arbitrum Ecosystem, Zero Knowledge (ZK)"
NATIX,natix-network,NATIX Network,NATIX,10605415.0,60499357.0,339903.0,"Artificial Intelligence (AI), Internet of Things (IOT), Solana Ecosystem, DePIN"
PAID,paid-network,PAID,PAID,9443738.0,11349848.0,22517.0,"Launchpad, Base Ecosystem"
KILO,kiloex,KiloEx,KILO,9169657.0,43314394.0,16978707.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), BNB Chain Ecosystem, Derivatives, Binance Wallet IDO"
CITY,manchester-city-fan-token,Manchester City Fan Token,CITY,8600422.0,19919248.0,2952614.0,"Sports, Binance Launchpool, Fan Token, Chiliz Ecosystem"
LINGO,lingo,Lingo,LINGO,8415956.0,8415956.0,371590.0,"Solana Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol"
PAWS,paws,Paws,PAWS,8368245.0,13199124.0,8927722.0,"SocialFi, Solana Ecosystem, Telegram Apps"
JUNO,juno-network,JUNO,JUNO,7814125.0,10381648.0,82942.0,"Smart Contract Platform, Cosmos Ecosystem, Osmosis Ecosystem, Juno Ecosystem, Evmos Ecosystem, Secret Ecosystem"
HARAMBEAI,harambe-ai,Harambe AI,HARAMBEAI,7786572.0,11649960.0,49582.0,"Meme, Ethereum Ecosystem"
NC,nodecoin,Nodecoin,NC,7444376.0,42979465.0,8885588.0,"Artificial Intelligence (AI), Solana Ecosystem, DePIN"
AEROBUD,aerobud,AEROBUD,AEROBUD,7265600.0,7265600.0,259911.0,"Charity, Meme, Base Ecosystem, Dog-Themed, Base Meme, Made in USA"
MCB,mcdex,MUX Protocol,MCB,7044095.0,8896274.0,73311.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Derivatives, Perpetuals, Arbitrum Ecosystem, Ethereum Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio"
LIF3,lif3,LIF3 (OLD),LIF3,6864221.0,23325083.0,400.23,Fantom Ecosystem
MAS,massa,Massa,MAS,6304421.0,25659310.0,106669.0,"Smart Contract Platform, Layer 1 (L1), Massa Ecosystem"
OX,ox-fun,OX Coin,OX,6089263.0,6089263.0,1834843.0,"BNB Chain Ecosystem, Derivatives, Perpetuals, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Blast Ecosystem"
KLIMA,klima-dao,KlimaDAO,KLIMA,5900403.0,5900403.0,59163.0,"Rebase Tokens, Polygon Ecosystem, Ohm Fork, Real World Assets (RWA), Base Ecosystem"
TRT,trust-ai,TRUST AI,TRT,5683006.0,31406085.0,424369.0,Arbitrum Ecosystem
ZEX,zeta,Zeta,ZEX,5620039.0,30318395.0,762833.0,"Decentralized Finance (DeFi), Derivatives, Perpetuals, Solana Ecosystem"
K,kinto,Kinto,K,5498409.0,34853845.0,777064.0,"Decentralized Finance (DeFi), Wallets"
BEAM,beam,BEAM,BEAM,5399869.0,7890226.0,96759.0,"Smart Contract Platform, Privacy, Ethereum Ecosystem, Proof of Work (PoW), BeamPrivacy Ecosystem, Privacy Blockchain"
OBT,oobit,Oobit,OBT,5352570.0,15205114.0,7770.13,"BNB Chain Ecosystem, Ethereum Ecosystem, Payment Solutions"
METAV,metaverse,METAVERSE,METAV,5051027.0,5051027.0,766777.0,"Artificial Intelligence (AI), Solana Ecosystem, AI Agents, Pump.fun Ecosystem, Binance Alpha Spotlight"
RLY,rally-2,Rally,RLY,4980470.0,14905956.0,75187.0,"SocialFi, Yield Farming, Ethereum Ecosystem, Alleged SEC Securities, Coinbase Ventures Portfolio, Andreessen Horowitz (a16z) Portfolio"
BCT,toucan-protocol-base-carbon-tonne,Base Carbon Tonne,BCT,4973524.0,4973524.0,939.92,"Polygon Ecosystem, Regenerative Finance (ReFi), Base Ecosystem"
ATS,alltoscan,Alltoscan,ATS,4643354.0,7385087.0,77732.0,BNB Chain Ecosystem
WEPE,wall-street-pepe,Wall Street Pepe,WEPE,4556441.0,4556441.0,609006.0,"Meme, Ethereum Ecosystem, Frog-Themed, The Boy’s Club"
VVAIFU,dasha,Dasha,VVAIFU,4498726.0,4498726.0,1144623.0,"Artificial Intelligence (AI), Solana Ecosystem, Launchpad, Meme, AI Meme, AI Agents, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight"
AVC,avc,AVC,AVC,4373687.0,13271931.0,78043.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Decentralized Identifier (DID), YZi Labs (Prev. Binance Labs) Portfolio"
SHRUB,shrub,Shrub,SHRUB,4009932.0,4043242.0,1848214.0,"Solana Ecosystem, Meme, Ethereum Ecosystem, Base Ecosystem, Elon Musk-Inspired"
