Input Token,CoinGecko ID,Name,Symbol,Market Cap,FDV,24H Volume,Categories
NIL,nillion,Nillion,NIL,46102267,170051977.0,8363492.0,"Artificial Intelligence (AI), Infrastructure, Binance Launchpool"
AUKI,auki-labs,Auki,AUKI,45799973,146335279.0,143953.0,"Artificial Intelligence (AI), Augmented Reality, Metaverse, DePIN, Base Ecosystem, AI Applications, Outlier Ventures Portfolio, Peaq Ecosystem, Robotics"
SUPRA,supra,Supra,SUPRA,41281226,165757049.0,10377934.0,"Infrastructure, Smart Contract Platform, Oracle, Layer 1 (L1), Animoca Brands Portfolio, Coinbase Ventures Portfolio, Cross-chain Communication, DeFAI, Made in USA, Supra Ecosystem"
CBK,cobak-token,Cobak,CBK,40079505,40741279.0,7792293.0,"Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio"
STO,stakestone,StakeStone,STO,38245028,169726456.0,8226527.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Binance HODLer Airdrops, Binance Wallet IDO"
TOMI,tominet,TOMI,TOMI,38209019,38209044.0,362724.0,"Smart Contract Platform, Ethereum Ecosystem, DWF Labs Portfolio, Proof of Stake (PoS)"
USUAL,usual,Usual,USUAL,34698969,50167312.0,49279690.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Coinbase Ventures Portfolio, Stablecoin Issuer, YZi Labs (Prev. Binance Labs) Portfolio, Galaxy Digital Portfolio, Governance"
DEP,deapcoin,DEAPCOIN,DEP,33422858,36296377.0,2836206.0,"Entertainment, Gaming (GameFi), NFT, BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Play To Earn, Ethereum Ecosystem, Gaming Platform"
BGSC,bugscoin,BugsCoin,BGSC,32013280,80752232.0,14268950.0,"Retail, BNB Chain Ecosystem, Binance Alpha Spotlight"
ARC,ai-rig-complex,AI Rig Complex,ARC,31821077,31821077.0,7573339.0,"Artificial Intelligence (AI), Infrastructure, Solana Ecosystem, AI Agents, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework"
OLAS,autonolas,Autonolas,OLAS,31323713,64406819.0,287470.0,"Artificial Intelligence (AI), Solana Ecosystem, Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Celo Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, AI Agents, Mode Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI, x402 Ecosystem"
SAGA,saga-2,Saga,SAGA,27975522,94907703.0,11959617.0,"Artificial Intelligence (AI), Infrastructure, Smart Contract Platform, Binance Launchpool, Layer 1 (L1), Modular Blockchain, Appchains, Saga Ecosystem"
AIAT,ai-analysis-token,AI Analysis Token,AIAT,27738373,125686320.0,3537.88,"Ethereum Ecosystem, Payment Solutions"
SDL,stake-link,stake.link,SDL,25582416,46730738.0,2897.88,"Ethereum Ecosystem, Liquid Staking"
RARE,superrare,SuperRare,RARE,24455369,29839870.0,7723044.0,"NFT, Ethereum Ecosystem"
BANANAS31,banana-for-scale-2,Banana For Scale,BANANAS31,23589941,23589941.0,12735000.0,"BNB Chain Ecosystem, Meme, Binance Alpha Spotlight"
SOLV,solv-protocol,Solv Protocol,SOLV,22818724,129284555.0,22300219.0,"BNB Chain Ecosystem, Binance Megadrop, BTCfi Protocol, Made in China"
HEART,humans-ai,Humans.ai,HEART,22000755,22000755.0,274427.0,"Artificial Intelligence (AI), Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Osmosis Ecosystem, AI Agents, AI Agent Launchpad"
HOPR,hopr,HOPR,HOPR,19507693,20436858.0,118939.0,"Privacy, Gnosis Chain Ecosystem, Ethereum Ecosystem, DePIN, YZi Labs (Prev. Binance Labs) Portfolio, Governance"
BTY,bityuan,Bityuan,BTY,19350454,19350454.0,297641.0,"Privacy, Layer 1 (L1)"
NFP,nfprompt-token,NFPrompt,NFP,19344841,36164090.0,5777601.0,"BNB Chain Ecosystem, Binance Launchpool, YZi Labs (Prev. Binance Labs) Portfolio, Governance"
RAD,radicle,Radworks,RAD,19325594,38783192.0,6204610.0,"Infrastructure, Ethereum Ecosystem, DePIN, Galaxy Digital Portfolio"
PORT3,port3-network,Port3 Network,PORT3,18093047,36197153.0,2242658.0,"SocialFi, BNB Chain Ecosystem, Ethereum Ecosystem, Poolz Finance Launchpad"
ZND,znd-token,ZND Token,ZND,17553402,70564391.0,2824178.0,"Exchange-based Tokens, Centralized Exchange (CEX) Token, Ethereum Ecosystem"
UXLINK,uxlink,UXLINK,UXLINK,17489397,28790543.0,1620637.0,"SocialFi, Ethereum Ecosystem"
BXN,bxn,BXN,BXN,17264120,55196927.0,470329.0,"Smart Contract Platform, Layer 1 (L1)"
RBNT,redbelly-network-token,Redbelly Network,RBNT,17221719,71419833.0,771043.0,"Smart Contract Platform, Layer 1 (L1), Zero Knowledge (ZK), Real World Assets (RWA), Redbelly Network Ecosystem"
TUNA,defituna,DefiTuna,TUNA,17176461,61017622.0,382244.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), Lending/Borrowing Protocols, Solana Ecosystem"
GUN,gunz,Gunz,GUN,16753784,129664891.0,8852824.0,"Smart Contract Platform, Gaming (GameFi), Binance Launchpool, Solana Ecosystem, Layer 1 (L1), Avalanche Ecosystem, Play To Earn, Shooting Games, Coinbase Ventures Portfolio, Gaming Blockchains, Avalanche L1, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Action Games, GUNZ Ecosystem"
CREPE,crepe-2,CREPE,CREPE,16421908,16421908.0,771932.0,"BNB Chain Ecosystem, Meme"
PYR,vulcan-forged,Vulcan Forged,PYR,16279615,34061049.0,12945592.0,"Gaming (GameFi), NFT, Metaverse, Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Gaming Blockchains, Gaming Platform, Action Games, MMO"
READY,ready,READY!,READY,12449935,12449935.0,289324.0,"Gaming (GameFi), Solana Ecosystem, Gaming Platform"
POLS,polkastarter,Polkastarter,POLS,12439507,12538608.0,2575624.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Launchpad, Ethereum Ecosystem"
LADYS,milady-meme-coin,Milady Meme Coin,LADYS,11981306,11981306.0,1668075.0,"Meme, Arbitrum Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, 4chan-Themed"
AMO,amo,AMO Coin,AMO,11456457,11456457.0,32969.0,"Big Data, Kaia Ecosystem"
LAZIO,lazio-fan-token,Lazio Fan Token,LAZIO,11142604,36765416.0,2757355.0,"Sports, BNB Chain Ecosystem, Fan Token, Binance Launchpad"
MIGGLES,mister-miggles,Mr. Miggles,MIGGLES,10999413,10999413.0,1372282.0,"Meme, Base Ecosystem, Cat-Themed, Base Meme, Made in USA, IP Meme"
GFAL,games-for-a-living,Games for a Living,GFAL,10630635,20235659.0,126885.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Play To Earn"
KRL,kryll,KRYLL,KRL,8899226,10927345.0,191097.0,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Analytics, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, AI Applications"
REEF,reef,Reef,REEF,8713142,8713142.0,2091160.0,"BNB Chain Ecosystem, Binance Launchpool, Layer 1 (L1), Harmony Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI Layer 1 Index, GMCI Index"
BKN,brickken,Brickken,BKN,8695919,17412980.0,676701.0,"Tokenized Real Estate, BNB Chain Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, Real World Assets (RWA), RWA Protocol"
BITBOARD,bitboard,BitBoard,BB,8174769,12356736.0,400230.0,"Smart Contract Platform, Polygon Ecosystem, Layer 2 (L2), Zero Knowledge (ZK)"
BEAM,beam,BEAM,BEAM,7589786,10484489.0,102581.0,"Smart Contract Platform, Privacy, Ethereum Ecosystem, Proof of Work (PoW), BeamPrivacy Ecosystem, Privacy Blockchain"
SEAM,seamless-protocol,Seamless Protocol,SEAM,7568382,18021297.0,413264.0,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Ethereum Ecosystem, Base Ecosystem"
RWA,allo,Allo,RWA,7207355,40040859.0,1287335.0,"BNB Chain Ecosystem, Real World Assets (RWA), RWA Protocol, Binance Wallet IDO"
PAID,paid-network,PAID,PAID,6727602,7308283.0,261415.0,"Launchpad, Base Ecosystem"
FARTCOIN,based-fartcoin,Based Fartcoin,FARTCOIN,5350836,5350836.0,43693.0,"Meme, Base Ecosystem, Base Meme, Clanker Ecosystem"
ZCX,unizen,Unizen,ZCX,5329482,7754365.0,147356.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio"
STOS,stratos,Stratos,STOS,5310255,7653570.0,91386.0,"Entertainment, Infrastructure, Smart Contract Platform, Storage, Layer 1 (L1), Ethereum Ecosystem, DePIN, Osmosis Ecosystem"
CLEAR,everclear,Everclear,CLEAR,5271281,9625248.0,40663.0,"Infrastructure, BNB Chain Ecosystem, Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Coinbase Ventures Portfolio, Cross-chain Communication, Chain Abstraction"
KIBSHI,kiboshib,KiboShib,KIBSHI,4547690,4547690.0,119591.0,"Solana Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Dog-Themed, AI Meme"
TRUF,truflation,TRUF.Network,TRUF,4496806,10551693.0,463816.0,"Infrastructure, Oracle, Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Coinbase Ventures Portfolio, Governance"
MLT,media-licensing-token,Media Licensing Token,MLT,4432297,6054990.0,58232.0,"BNB Chain Ecosystem, Metaverse, Ethereum Ecosystem"
BCUT,bitscrunch-token,bitsCrunch Token,BCUT,4378120,7173484.0,367841.0,"Artificial Intelligence (AI), Infrastructure, Analytics, NFT, Polygon Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Coinbase Ventures Portfolio"
INTER,inter-milan-fan-token,Inter Milan Fan Token,INTER,3863683,3863683.0,374629.0,"Sports, Fan Token, Chiliz Ecosystem"
WUF,wuffi,WUFFI,WUF,3681624,3681624.0,9385.54,"Solana Ecosystem, Meme, Base Ecosystem"
ZKP,panther,Panther Protocol,ZKP,3404914,3404914.0,292377.0,"Smart Contract Platform, Privacy, Polygon Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK)"
AZIT,azit,azit,AZIT,3269405,4279252.0,180020.0,"Kaia Ecosystem, Payment Solutions"
RETARDIO,retardio,RETARDIO,RETARDIO,3203648,3203648.0,855564.0,"NFT, Solana Ecosystem, Meme, Solana Meme, Murad Picks, 4chan-Themed, TikTok Meme"
LNQ,linqai,LinqAI,LNQ,3008570,8757979.0,513079.0,"Artificial Intelligence (AI), Ethereum Ecosystem"
NRG,energi,Energi,NRG,2991698,2992159.0,122586.0,"Smart Contract Platform, Masternodes, Layer 1 (L1), Ethereum Ecosystem, Proof of Stake (PoS), Energi Ecosystem"
GMEE,gamee,GAMEE,GMEE,2755063,6422505.0,337151.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Play To Earn, Ethereum Ecosystem, Telegram Apps, Animoca Brands Portfolio, TON Ecosystem, Gaming Platform, YZi Labs (Prev. Binance Labs) Portfolio, Arcade Games"
TSUKA,dejitaru-tsuka,Dejitaru Tsuka,TSUKA,2656206,2656206.0,145117.0,"Meme, Ethereum Ecosystem"
DYNA,dynachain,Dynachain,DYNA,2604690,7722409.0,115507.0,"Healthcare, BNB Chain Ecosystem"
BST,blocksquare,Blocksquare,BST,2502055,2502055.0,125136.0,"Tokenized Real Estate, Ethereum Ecosystem, Real World Assets (RWA)"
ABX,aborean,Aborean,ABX,2477760,13481298.0,146999.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Abstract Ecosystem"
SBR,saber,Saber,SBR,2038836,2762044.0,50047.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Solana Ecosystem, Multicoin Capital Portfolio"
EFFECT,effect-ai,Effect AI,EFFECT,1939451,3038420.0,11057.32,"Artificial Intelligence (AI), Business Services, Solana Ecosystem"
BGB,bitget-token,Bitget Token,BGB,2782509773,3657022794.0,80514255.0,"Exchange-based Tokens, Centralized Exchange (CEX) Token, Ethereum Ecosystem, DragonFly Capital Portfolio, Morph L2 Ecosystem, Made in China"
XAUT,tether-gold,Tether Gold,XAUT,2170971212,2170971212.0,321728024.0,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities"
QNT,quant-network,Quant,QNT,1311643568,1317804614.0,77584810.0,"Ethereum Ecosystem, Real World Assets (RWA), Energi Ecosystem, Coinbase 50 Index"
SOON,soon-2,SOON,SOON,598973002,2098676158.0,36107563.0,"Infrastructure, Smart Contract Platform, BNB Chain Ecosystem, Layer 2 (L2), Base Ecosystem, Cross-chain Communication, Binance Alpha Spotlight"
DOGWIFHAT,dogwifcoin,dogwifhat,WIF,444072684,444072684.0,163402859.0,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, GMCI Meme Index, GMCI Index, Unichain Ecosystem"
PENDLE,pendle,Pendle,PENDLE,416293563,704296234.0,61493228.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Derivatives, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Fixed Interest, LSDFi, Base Ecosystem, Restaking, LRTfi, Liquid Restaking Governance Tokens, Berachain Ecosystem, Yield Tokenization Protocol, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Sonic Ecosystem, Liquid Staking, GMCI Index, BTCfi Protocol, HyperEVM Ecosystem"
JST,just,JUST,JST,361169819,361169819.0,32802363.0,"Decentralized Finance (DeFi), Tron Ecosystem"
APEPE,ape-and-pepe,Ape and Pepe,APEPE,352820472,352820472.0,34651688.0,"Polygon Ecosystem, Meme, Frog-Themed, The Boy’s Club"
ATH,aethir,Aethir,ATH,334169917,935719239.0,33159688.0,"Solana Ecosystem, Arbitrum Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, DePIN, Animoca Brands Portfolio, Binance Alpha Spotlight"
ZBCN,zebec-network,Zebec Network,ZBCN,307365287,324125961.0,19965145.0,"Decentralized Finance (DeFi), Solana Ecosystem, Real World Assets (RWA), Payment Solutions, DePIN, Coinbase Ventures Portfolio, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, RWA Protocol, Made in USA"
FLUID,instadapp,Fluid,FLUID,290611321,375039409.0,5562631.0,"Decentralized Finance (DeFi), Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Binance Alpha Spotlight, Plasma Ecosystem"
1INCH,1inch,1INCH,1INCH,281676928,301877264.0,33250169.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Ethereum Ecosystem, Base Ecosystem, FTX Holdings, Alameda Research Portfolio, DragonFly Capital Portfolio, Pantera Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Galaxy Digital Portfolio, Blockchain Capital Portfolio, Dex Aggregator, GMCI Index, Coinbase 50 Index, Governance"
ZORA,zora,Zora,ZORA,259687765,580956969.0,146759046.0,"Infrastructure, Media, Smart Contract Platform, SocialFi, NFT, Launchpad, Layer 2 (L2), Base Ecosystem, Coinbase Ventures Portfolio, Zora Ecosystem, Binance Alpha Spotlight"
ZANO,zano,Zano,ZANO,237169066,237202781.0,3163736.0,"Smart Contract Platform, Privacy, Layer 1 (L1), Proof of Stake (PoS), Proof of Work (PoW), Zano Ecosystem, Privacy Blockchain"
PROM,prometeus,Prom,PROM,172841723,182312502.0,4785028.0,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Layer 2 (L2)"
SFP,safepal,SafePal,SFP,168604628,168604628.0,3075512.0,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
ROSE,oasis-network,Oasis,ROSE,142629594,190612516.0,11952354.0,"Smart Contract Platform, Privacy, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index"
XCH,chia,Chia,XCH,113753933,256679649.0,8641755.0,"Smart Contract Platform, Layer 1 (L1), DePIN, Andreessen Horowitz (a16z) Portfolio, Made in USA"
VTHO,vethor-token,VeThor,VTHO,107635684,107681944.0,6861670.0,"Layer 1 (L1), VeChain Ecosystem"
ZIG,zignaly,ZIGChain,ZIG,104839505,145393041.0,2423481.0,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, Solana Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Injective Ecosystem, OKX Ventures Portfolio"
XVG,verge,Verge,XVG,103677102,103884487.0,13096443.0,"Smart Contract Platform, Privacy, Proof of Work (PoW), Made in USA"
RED,redstone-oracles,RedStone,RED,86115163,294573274.0,19759981.0,"Infrastructure, Oracle, Binance Launchpool, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem"
WAVES,waves,Waves,WAVES,68476779,68476779.0,14547550.0,"Smart Contract Platform, DWF Labs Portfolio, Proof of Stake (PoS)"
DAG,constellation-labs,Constellation,DAG,68456795,68457231.0,1854400.0,"Smart Contract Platform, Layer 1 (L1), Layer 0 (L0), Made in USA, Directed Acyclic Graph (DAG)"
SHX,stronghold-token,Stronghold,SHX,55057594,,1080281.0,"Ethereum Ecosystem, Stellar Ecosystem, Made in USA"
BIGTIME,big-time,Big Time,BIGTIME,53803497,140976382.0,11234107.0,"Gaming (GameFi), Play To Earn, Ethereum Ecosystem, RPG, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, MMO"
FIDA,bonfida,Bonfida,FIDA,51596404,52069657.0,5125951.0,"Big Data, Business Services, Infrastructure, Decentralized Finance (DeFi), Solana Ecosystem, FTX Holdings, DWF Labs Portfolio, Name Service"
MANTA,manta-network,Manta Network,MANTA,50950483,113258342.0,33943401.0,"Smart Contract Platform, Polkadot Ecosystem, Binance Launchpool, Layer 2 (L2), Manta Network Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
LQTY,liquity,Liquity,LQTY,48056514,49072885.0,11988989.0,"Decentralized Finance (DeFi), Arbitrum Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, Pantera Capital Portfolio"
OSAK,osaka-protocol,Osaka Protocol,OSAK,45958195,45958195.0,32221.0,"BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Meme, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Dog-Themed"
SAI,sai,Sai,SAI,45082498,45082498.0,337.01,"Decentralized Finance (DeFi), Ethereum Ecosystem"
STEEM,steem,Steem,STEEM,41407430,41415090.0,12150324.0,SocialFi
TAIKO,taiko,Taiko,TAIKO,41377944,220341855.0,14630955.0,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Rollup, OKX Ventures Portfolio, Centralized Exchange (CEX) Product, Binance Alpha Spotlight"
OOBIT,oobit-2,Oobit,OOB,39940334,520554534.0,10494263.0,"Solana Ecosystem, Payment Solutions"
JOE,joe,JOE,JOE,37106857,46474882.0,6913673.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Avalanche Ecosystem, Launchpad, Arbitrum Ecosystem, Mantle Ecosystem, DeFiance Capital Portfolio, Delphi Ventures Portfolio, Dex Aggregator"
DYM,dymension,Dymension,DYM,34397330,85102886.0,3774394.0,"Smart Contract Platform, Cosmos Ecosystem, Modular Blockchain, Osmosis Ecosystem, Rollups-as-a-Service (RaaS)"
AITECH,solidus-aitech,Solidus Ai Tech,AITECH,34000047,39375482.0,13092421.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Solana Ecosystem, Launchpad, Base Ecosystem, ChainGPT Launchpad, AI Agents, Binance Alpha Spotlight, DeFAI"
XRD,radix,Radix,XRD,33805665,33806219.0,398514.0,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio, Radix Ecosystem"
IXT,ix-token,Planet IX,IXT,33758688,33837435.0,231172.0,"Gaming (GameFi), NFT, Metaverse, Polygon Ecosystem, Play To Earn, Gaming Governance Token, Gaming Utility Token, Strategy Games"
ANYONE,airtor-protocol,ANyONe Protocol,ANYONE,32741840,40959202.0,870391.0,"Smart Contract Platform, Privacy, Ethereum Ecosystem, DePIN, Base Ecosystem, Privacy Blockchain, Peaq Ecosystem"
REZ,renzo,Renzo,REZ,31683467,69883275.0,8860776.0,"Decentralized Finance (DeFi), Binance Launchpool, Ethereum Ecosystem, Base Ecosystem, Restaking, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio"
OGN,origin-protocol,Origin Token,OGN,25437031,54671972.0,3571988.0,"Decentralized Finance (DeFi), NFT, Ethereum Ecosystem, Base Ecosystem, Pantera Capital Portfolio, Sonic Ecosystem, Liquid Staking, Made in USA"
MBL,moviebloc,MovieBloc,MBL,24291754,38485264.0,6172525.0,DWF Labs Portfolio
SD,stader,Stader,SD,22694892,41383981.0,5034907.0,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Animoca Brands Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Liquid Staking, Binance Alpha Spotlight"
DIAM,diam,DIAM,DIAM,21807262,67303354.0,6202709.0,"Smart Contract Platform, Layer 1 (L1)"
WCT,connect-token-wct,WalletConnect Token,WCT,20991825,112737951.0,27409484.0,"Binance Launchpool, Solana Ecosystem, Wallets, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem"
NATIX,natix-network,NATIX Network,NATIX,20122349,49350074.0,326329.0,"Artificial Intelligence (AI), Internet of Things (IOT), Solana Ecosystem, DePIN, Robotics"
PARTI,particle-network,Particle Network,PARTI,19556005,83931354.0,90192133.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Base Ecosystem, Account Abstraction, Cross-chain Communication, Binance HODLer Airdrops, Chain Abstraction, Binance Wallet IDO"
DAO,dao-maker,DAO Maker,DAO,18608935,20581471.0,857732.0,"BNB Chain Ecosystem, Solana Ecosystem, Launchpad, DaoMaker Launchpad, Arbitrum Ecosystem, Ethereum Ecosystem, Step Network Ecosystem, Governance"
MLC,my-lovely-coin,My Lovely Coin,MLC,18509402,47907503.0,445579.0,"Charity, Gaming (GameFi), BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Gaming Utility Token"
RSS3,rss3,RSS3,RSS3,16573636,19793983.0,2729000.0,"Artificial Intelligence (AI), Infrastructure, Storage, Ethereum Ecosystem, Coinbase Ventures Portfolio, DragonFly Capital Portfolio, RSS3 VSL Ecosystem, AI Framework, DeFAI"
OBT,orbiter-finance,Orbiter Finance,OBT,15947892,31895784.0,6567200.0,"BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Bridge Governance Tokens, Base Ecosystem, Cross-chain Communication, OKX Ventures Portfolio"
VIC,tomochain,Viction,VIC,15217134,25920478.0,1310210.0,"Smart Contract Platform, Masternodes, Layer 1 (L1), DWF Labs Portfolio"
RIO,realio-network,Realio Network Token,RIO,14973376,14973376.0,1487842.0,"BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Algorand Ecosystem, Real World Assets (RWA), Base Ecosystem, Osmosis Ecosystem, Stellar Ecosystem, Made in USA"
VINU,vita-inu,Vita Inu,VINU,13933012,13933012.0,2241255.0,"BNB Chain Ecosystem, Meme, Dog-Themed, DWF Labs Portfolio, Binance Alpha Spotlight"
SUNDOG,sundog,Sundog,SUNDOG,13921690,13921690.0,12853690.0,"Meme, Tron Ecosystem, Sun Pump Ecosystem, TRON Meme, Binance Alpha Spotlight"
OGY,origyn-foundation,ORIGYN,OGY,13383613,16983418.0,238117.0,"Internet Computer Ecosystem, Real World Assets (RWA), RWA Protocol"
VOW,vow,Vow,VOW,12959847,43418534.0,129450.0,"Retail, Tourism, BNB Chain Ecosystem, Ethereum Ecosystem"
HASHAI,hashai,HashAI,HASHAI,12538496,13315334.0,253281.0,"Analytics, Ethereum Ecosystem, DePIN"
ZETA,zeta,Zeta,ZEX,12134250,70654657.0,457355.0,"Decentralized Finance (DeFi), Derivatives, Perpetuals, Solana Ecosystem"
BOOE,book-of-ethereum,Book of Ethereum,BOOE,11061003,11061003.0,266445.0,"Meme, Ethereum Ecosystem"
LOCK,houdini-swap,Houdini Swap,LOCK,10649631,10649631.0,11967.1,"Privacy, Solana Ecosystem, Ethereum Ecosystem"
ATS,alltoscan,Alltoscan,ATS,10418809,15253311.0,179515.0,"BNB Chain Ecosystem, Layer 1 (L1)"
MCB,mcdex,MUX Protocol,MCB,9669345,12211808.0,873.6,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Derivatives, Perpetuals, Arbitrum Ecosystem, Ethereum Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio"
NMT,netmind-token,NetMind Token,NMT,9155298,24055131.0,1227469.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Ethereum Ecosystem, DePIN, AI Agents"
SUKU,suku,SUKU,SUKU,8790778,24898944.0,325837.0,"Solana Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Made in USA"
MEMEFI,memefi-2,MemeFi,MEMEFI,8598377,8598377.0,6636664.0,"Gaming (GameFi), NFT, Meme, Play To Earn, Sui Ecosystem, Telegram Apps, Tap to Earn, Sui Meme, Action Games"
NUM,numbers-protocol,Numbers Protocol,NUM,8421954,8522422.0,1481303.0,"Artificial Intelligence (AI), Smart Contract Platform, BNB Chain Ecosystem, DaoMaker Launchpad, Ethereum Ecosystem, Avalanche L1, YZi Labs (Prev. Binance Labs) Portfolio, Outlier Ventures Portfolio"
HMT,human-protocol,HUMAN Protocol,HMT,7719316,10185589.0,193204.0,"Artificial Intelligence (AI), Infrastructure, Software as a service, Polygon Ecosystem, Ethereum Ecosystem, Market-Making Solution, AI Framework"
LINGO,lingo,Lingo,LINGO,7698787,7698807.0,291087.0,"Solana Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol"
EPT,balance,Balance,EPT,7484221,32307153.0,1733533.0,"Gaming (GameFi), BNB Chain Ecosystem, Animoca Brands Portfolio, DWF Labs Portfolio, AI Agents, Andreessen Horowitz (a16z) Portfolio, AI Agent Launchpad"
